"","nome","responsabilidade","municipio","uf","logradouro","termo_convenio","data_de_entrega","pagamento_total","valor_pacutado","problema_encontrado"
"3801","POV. Tanquinho do Poço - Andorinha - BA","Municipal","Andorinha","BA","rua da escola","29974/2014",NA,"808096","1218253","paralisada"
"3802","Povoado de Riacho Seco - Andorinha - BA","Municipal","Andorinha","BA","rua da escola","29974/2014",NA,"773724","1218253","paralisada"
"3803","ESCOLA MUNICIPAL FAVO DE MEL - Chorrochó - BA","Municipal","Chorrochó","BA","povoado de são josé","30128/2014","2018-12-20","366708","1219248","paralisada"
"3804","ESCOLA SÃO JOSÉ - Xique-Xique - BA","Municipal","Xique-Xique","BA","pov. jatobá de baixo","29998/2014","2015-01-15","56935","285444","não iniciada / já devia ter sido entregue"
"3805","ESCOLA FRANCISCO ANTONIO DOS SANTOS - Xique-Xique - BA","Municipal","Xique-Xique","BA","rua francisco antonio dos santos","29998/2014","2018-08-21","31725","159051","em andamento / já devia ter sido entregue"
"3806","TABOQUINHA","Municipal","Milagres","CE","sitio taboquinha","30193/2014","2017-12-29","545240","1213050","paralisada / já devia ter sido entregue"
"3807","Escola Cupim - Quixeramobim - CE","Municipal","Quixeramobim","CE","vila de cupim","30200/2014","2019-06-12","408534","1210100","paralisada"
"3808","escola municipal rural entroncamento - Cachoeira Alta - GO","Municipal","Cachoeira Alta","GO","br 364","30217/2014","2018-08-19","354291","1085875","em andamento / já devia ter sido entregue"
"3809","ESCOLA MUNICIPAL JOSE DO CARMO CARVALHO - Marajá do Sena - MA","Municipal","Marajá do Sena","MA","povoado chapada grande","29651/2014","2015-05-15","57768","289622","paralisada / já devia ter sido entregue"
"3810","Izau gomes - Matões - MA","Municipal","Matões","MA","povoado izau gomes","29654/2014","2018-08-22","133551","159218","em andamento / já devia ter sido entregue"
"3811","Botequim - Santa Luzia do Itanhy - SE","Municipal","Santa Luzia do Itanhy","SE","povoado botequim","32401/2014","2018-07-15","294976","1220314","em andamento / já devia ter sido entregue"
"3812","Escola Municipal Rainha da Paz - Paranã - TO","Municipal","Paranã","TO","rodovia br-242 - povoado bom jesus da palma","32445/2014","2017-09-08","831805","1148265","paralisada / já devia ter sido entregue"
"3813","Escola Municipal Barreiro - Paranã - TO","Municipal","Paranã","TO","rodovia to-010 km 35","32445/2014","2017-09-01","726150","1148265","paralisada / já devia ter sido entregue"
"3814","Escola Municipal Albino - Paranã - TO","Municipal","Paranã","TO","territorio quilombola do mimoso","32445/2014",NA,"54271","272086","não iniciada"
"3815","ESCOLA TATAJUBA I - Cantá - RR","Municipal","Cantá","RR","rua principal","32165/2014","2018-10-01","58122","291395","paralisada"
"3816","ESCOLA PROJETO JATOBA - Cantá - RR","Municipal","Cantá","RR","rua principal","32165/2014","2018-10-05","58244","292006","paralisada"
"3817","EBM LOT. JARDIM PARAISO - Camboriú - SC","Municipal","Camboriú","SC","rua daniel silverio","32286/2014",NA,"839656","4209615","não iniciada"
"3818","EBM LOT. DONA HELENA - Camboriú - SC","Municipal","Camboriú","SC","rua projetada \\","32286/2014",NA,"839656","4209615","não iniciada"
"3819","ESCOLA INDIGENA SÃO LUIZ - SÃO LUIZ - Jutaí - AM","Municipal","Jutaí","AM","comunidade são luiz - riozinho","31514/2014","2018-06-26","57758","289570","paralisada / já devia ter sido entregue"
"3820","Escola Municipal Ensino F. Cassiano Ricardo - Campo Novo de Rondônia - RO","Municipal","Campo Novo de Rondônia","RO","rua duque de caxias","34082/2014","2018-08-16","893526","1160995","em andamento / já devia ter sido entregue"
"3821","Escola Municipal Tancredo Neves II - Campo Novo de Rondônia - RO","Municipal","Campo Novo de Rondônia","RO","av. presidente emilio medici esq. com rua presidente janio quadros","34082/2014",NA,"717628","1160995","paralisada"
"3822","Escola Municipal Rio Branco - Campo Novo de Rondônia - RO","Municipal","Campo Novo de Rondônia","RO","rua das  orquideas esq. com a rua flor-de-lis","34082/2014","2018-08-16","641344","1160995","em andamento / já devia ter sido entregue"
"3823","escola assentamento - Calmon - SC","Municipal","Calmon","SC","assentamento conquista 5 de maio","32283/2014","2018-09-03","204241","1038676","em andamento / já devia ter sido entregue"
"3824","Escola Nova Tabajara - Salto do Jacuí - RS","Municipal","Salto do Jacuí","RS","distrito tabajara","32244/2014","2017-05-31","219075","1124495","paralisada / já devia ter sido entregue"
"3825","SANTA LUZIA - Camocim de São Félix - PE","Municipal","Camocim de São Félix","PE","rua principal","29854/2014","2018-12-31","328229","1125780","paralisada"
"3826","A Nova Escola Noemia Alves - Conde - PB","Municipal","Conde","PB","rodovia pb 018","29825/2014","2019-07-10","1194272","4181048","paralisada"
"3827","Escola Ensino Fundamental Morro Redondo  - Niquelândia - GO","Municipal","Niquelândia","GO","fazenda morro redondo","30232/2014","2018-08-20","289672","1013934","em andamento / já devia ter sido entregue"
"3828","Pov Lagoa Comprida - Arame - MA","Municipal","Arame","MA","rua principal","30244/2014","2017-07-31","237986","1221565","paralisada / já devia ter sido entregue"
"3829","SANTO ANTONIO - Caraí - MG","Municipal","Caraí","MG","comunidade santo antonio","29706/2014","2018-07-06","274562","1220663","paralisada / já devia ter sido entregue"
"3830","Dores do José Pedro - Durandé - MG","Municipal","Durandé","MG","rua principal","29712/2014","2018-01-31","825742","1116377","em andamento / já devia ter sido entregue"
"3831","BELO SOCO - Monte Azul - MG","Municipal","Monte Azul","MG","avenida principal","29727/2014","2018-07-31","672490","1219548","paralisada / já devia ter sido entregue"
"3832","ASSENTAMENTO FORTALEZA","Municipal","Esperantina","PI","povoado fortaleza","29902/2014","2018-08-10","520936","1126469","em andamento / já devia ter sido entregue"
"3833","Escola Municipal Jose Ary da Costa - Aripuanã - MT","Municipal","Aripuanã","MT","rua mogno, esquina com rua cerejeira","29747/2014",NA,"356787","1220365","paralisada"
"3834","Nova Floresta - Porto Alegre do Norte - MT","Municipal","Porto Alegre do Norte","MT","Não informado","29759/2014","2018-12-26","316664","1116404","em andamento / sem endereço"
"3835","CRECHE DO BAIRRO DO ALEGRE","Municipal","São Sebastião do Passé","BA","rua principal da central de abastecimento","9887/2014","2018-07-27","355209","2331541","em andamento / já devia ter sido entregue"
"3836","CRECHE VIDA NOVA","Municipal","Simões Filho","BA","avenida universitária","10048/2014","2015-03-15","0","1738919","não iniciada / já devia ter sido entregue"
"3837","CRECHE PONTO DE PARADA","Municipal","Simões Filho","BA","marechal hermes da fonseca","10048/2014",NA,"0","1738919","não iniciada"
"3838","Creche Tipo C - Teodoro Sampaio - BA","Municipal","Teodoro Sampaio","BA","loteamento padre josé norberto rodrigues,","9890/2014",NA,"194870","1057693","não iniciada"
"3839","Creche do Bairro Nicolau de Vargas - Conceição do Castelo - ES","Municipal","Conceição do Castelo","ES","rua antonio vinha","9909/2014",NA,"0","995895","não iniciada"
"3840","CRECHE DO SANTO ANTONIO","Municipal","Ouricuri","PE","rua gentil coelho de aquino","10720/2014",NA,"0","2342093","não iniciada"
"3841","CRECHE DONA INEISINHA","Municipal","Vertente do Lério","PE","sitio tambor","9978/2014","2018-07-13","341508","1540064","paralisada / já devia ter sido entregue"
"3842","Creche do Povoado Rosário","Municipal","Caraúbas do Piauí","PI","rua projetada - povoado rosário","9982/2014","2019-03-09","688328","1477316","paralisada"
"3843","Creche Santa Catarina - Proinfancia","Municipal","Ipiranga do Piauí","PI","rua 3","9991/2014","2018-04-09","0","1477316","em andamento / já devia ter sido entregue"
"3844","Centro","Municipal","Lagoa do Sítio","PI","rua projetada","9993/2014","2018-05-11","193137","1477316","paralisada / já devia ter sido entregue"
"3845","Creche Tipo C - São João da Fronteira - PI","Municipal","São João da Fronteira","PI","rua projetada","9999/2014","2014-10-11","0","1034763","não iniciada / já devia ter sido entregue"
"3846","Creche Proinfância 2015 - bairro Rodilândia","Municipal","Nova Iguaçu","RJ","rua antônio cláudio loureiro","10009/2014","2015-04-03","0","1695768","não iniciada / já devia ter sido entregue"
"3847","Creche Proinfância 2015 - Bairro da Luz","Municipal","Nova Iguaçu","RJ","rua castro alves","10009/2014","2015-04-03","0","1695768","não iniciada / já devia ter sido entregue"
"3848","CRECHE Airton José Prates Ramos - Barão do Triunfo - RS","Municipal","Barão do Triunfo","RS","rua pastor jovelino a da silva","10015/2014","2018-03-31","232065","931791","paralisada / já devia ter sido entregue"
"3849","PAC 2 - CRECHE/PRÉ-ESCOLA  001 - São Francisco de Paula - RS","Municipal","São Francisco de Paula","RS","rua josé clovis lucena","10018/2014","2014-11-08","0","944787","não iniciada / já devia ter sido entregue"
"3850","PAC 2 - CRECHE/PRÉ-ESCOLA  001","Municipal","Cristinápolis","SE","rua santa clara","10029/2014","2018-08-06","0","2121926","em andamento / já devia ter sido entregue"
"3851","Creche do Bairro 25 de Novembro","Municipal","Pinhão","SE","av. pedro almeida valadares neto","10030/2014",NA,"269440","1411494","não iniciada"
"3852","BAIRRO NOVO OESTE - 12 SALAS DE AULA","Municipal","Capim Grosso","BA","travessa aírton sena","30125/2014","2018-08-12","2108084","4223148","em andamento / já devia ter sido entregue"
"3853","TERRENO SEDE","Municipal","Riachão do Jacuípe","BA","bairro mandacarú","31659/2014","2019-03-01","1156382","4222427","paralisada"
"3854","Bairro Depósito - Quixeramobim - CE","Municipal","Quixeramobim","CE","rua artur bino carneiro, s/n","30201/2014","2019-06-12","224582","1125940","paralisada"
"3855","Alda Tavares - Nerópolis - GO","Municipal","Nerópolis","GO","rua antônio de bastos esquina com rm2 e rm5","30230/2014","2018-05-21","2774043","3889143","em andamento / já devia ter sido entregue"
"3856","ESCOLA DE ENSINO FUNDAMENTAL - Pilar de Goiás - GO","Municipal","Pilar de Goiás","GO","rua 15 março","30234/2014","2018-03-21","354711","1084812","paralisada / já devia ter sido entregue"
"3857","Loteamento Vita Matos - Riachão do Bacamarte - PB","Municipal","Riachão do Bacamarte","PB","rua projetada","29839/2014","2016-12-31","220097","1103454","paralisada / já devia ter sido entregue"
"3858","PRAÇA DO CRAS - Marcos Parente - PI","Municipal","Marcos Parente","PI","rua tiradentes","29919/2014",NA,"346512","1218599","paralisada"
"3859","TERRENO DEVOLUTO DA PREFEITURA - Pimenteiras - PI","Municipal","Pimenteiras","PI","rua socorro marreiros","29929/2014","2018-08-04","408372","1208835","em andamento / já devia ter sido entregue"
"3860","TERRENO URBANO NA VILA DIVA COM DOMINIALIDADE DA PREFEITURA MUNICIPAL DE RIO AZUL","Municipal","Rio Azul","PR","rua barão do rio branco","32125/2014","2017-06-30","692632","4104510","em andamento / já devia ter sido entregue"
"3861","UNIDADE ESCOLAR 06 SALAS EUGÊNIO DE CASTRO","Municipal","Eugênio de Castro","RS","rua valter sauzen","32192/2014","2018-07-31","903960","1221293","em andamento / já devia ter sido entregue"
"3862","ESCOLA INFANTIL - TIPO B 110V","Municipal","São José do Vale do Rio Preto","RJ","rodovia rj 134","10011/2014","2017-12-16","0","2582691","em andamento / já devia ter sido entregue"
"3863","Em frente ao centro de educação infantil - Calmon - SC","Municipal","Calmon","SC","rua pedro almeida","32285/2014",NA,"366608","1206217","paralisada"
"3864","Terreno Urbano - Jaguaruna - SC","Municipal","Jaguaruna","SC","rua projetada","32360/2014","2018-02-28","925523","1223165","em andamento / já devia ter sido entregue"
"3865","SANTO ANTÔNIO DE BARCELONA - Caravelas - BA","Municipal","Caravelas","BA","rua isalino dias da rocha","29983/2014","2019-12-31","242699","1216769","paralisada"
"3866","E.M. PARQUE PARAÍSO - Uruaçu - GO","Municipal","Uruaçu","GO","rua 2 (dois) esquina com rua carajás","30238/2014","2018-08-30","1030181","1220247","em andamento / já devia ter sido entregue"
"3867","Residencial Vitória - Montes Claros - MG","Municipal","Montes Claros","MG","rua buganvilias","29728/2014","2019-09-06","842355","4223148","paralisada"
"3868","TERRENO AMPLO E PLANO - Ibiara - PB","Municipal","Ibiara","PB","rua antonio ramalho diniz","29830/2014","2018-12-31","1950946","4220983","paralisada"
"3869","ESCOLA NA ZONA URBANA - São José de Espinharas - PB","Municipal","São José de Espinharas","PB","rua antonio gomes da costa","29842/2014","2018-12-29","349712","1219624","paralisada"
"3870","Rua Projetada - Bairro Centro - Zona Urbana - Coronel José Dias - PI","Municipal","Coronel José Dias","PI","rua projetada 1","34048/2014","2018-12-31","854565","1221243","paralisada"
"3871","Quadra 19 com uma área de 3700 m² da Planta Recanto das Águas - Piraquara - PR","Municipal","Piraquara","PR","ruamal deodoro da fonseca","32474/2014",NA,"243857","1222577","não iniciada"
"3872","EMEB SAUL DE ATHAYDE","Municipal","Lages","SC","avenida ponte grande","32361/2014",NA,"825753","4139912","paralisada"
"3873","Escola Municipal Luzia Machado Feitosa - Goiatins - TO","Municipal","Goiatins","TO","rua 03","32440/2014","2018-12-31","349770","981603","paralisada"
"3874","Construção de Creche tipo 2 no Distrito de Menino Jesus","Municipal","Candeias","BA","rua manoel vino","10067/2014","2015-03-03","135877","1546389","não iniciada / já devia ter sido entregue"
"3875","Creche da Água Branca","Municipal","Sapeaçu","BA","povoado de agua branca","10068/2014",NA,"507240","1318926","paralisada"
"3876","CRECHE DO BAIRRO VARJOTA","Municipal","Ararendá","CE","rua gonçalo soares torres","10069/2014",NA,"0","1474654","não iniciada"
"3877","PROINFANCIA - RUA RONDÔNIA - PANAMERICANO - Fortaleza - CE","Municipal","Fortaleza","CE","rua rondônia","10070/2014",NA,"0","1983816","não iniciada"
"3878","CMEI VISTA DA SERRA II - TIPO A - Serra - ES","Municipal","Serra","ES","rua goiabeiras","10073/2014",NA,"0","1194695","não iniciada"
"3879","CMEI COLINA DA SERRA - TIPO A","Municipal","Serra","ES","rua muqui","10073/2014","2018-08-28","158792","3265690","em andamento / já devia ter sido entregue"
"3880","Jaciguá","Municipal","Vargem Alta","ES","rua projetada","10074/2014","2018-08-20","0","2198550","em andamento / já devia ter sido entregue"
"3881","VILA MARIANO","Municipal","Barra do Corda","MA","rua projetada","10086/2014",NA,"0","2202289","não iniciada"
"3882","EEI JARDIM PLANALTO - Caxias do Sul - RS","Municipal","Caxias do Sul","RS","rua olímpio ricardo dos reis","10083/2014",NA,"0","1803106","não iniciada"
"3883","EEI CAMPOS DA SERRA - Caxias do Sul - RS","Municipal","Caxias do Sul","RS","rua joaquim longo","10083/2014","2015-01-07","0","1814385","não iniciada / já devia ter sido entregue"
"3884","PAC 2 - CRECHE/PRÉ-ESCOLA  001 - São Gonçalo dos Campos - BA","Municipal","São Gonçalo dos Campos","BA","lot. nova vida","10090/2014",NA,"0","1938077","não iniciada"
"3885","AÇUDE DO PADRE","Municipal","Martinópole","CE","rua chico novo","10091/2014",NA,"0","1474654","não iniciada"
"3886","CEI PROINFÂNCIA - ORGULHO TROPICAL Nº 01","Municipal","Sobral","CE","avenida a","10093/2014",NA,"291035","2232766","paralisada"
"3887","BAIRRO TRIZIDELA","Municipal","Afonso Cunha","MA","rua gov. joão castelo","10097/2014","2018-08-24","187153","1444798","paralisada / já devia ter sido entregue"
"3888","CENTRO DE EDUCAÇÃO INFANTIL PROFA ISABEL CUNHA","Municipal","Apicum-Açu","MA","av nambu","10099/2014","2018-08-01","557094","2202289","em andamento / já devia ter sido entregue"
"3889","PAC 2 - CRECHE/PRÉ-ESCOLA -  Amapa","Municipal","Barreirinhas","MA","travessa do amapá","10100/2014",NA,"0","2202289","não iniciada"
"3890","PAC 2 - CRECHE/PRÉ-ESCOLA -  Riacho","Municipal","Barreirinhas","MA","rua da quadra","10100/2014","2018-12-24","279149","2202289","não iniciada"
"3891","CRECHE PARAISO DAS CRIANÇAS 3 - Governador Archer - MA","Municipal","Governador Archer","MA","travessa tiradentes","10101/2014","2014-10-14","0","1037546","não iniciada / já devia ter sido entregue"
"3892","Creche Igarapé Grande","Municipal","Igarapé Grande","MA","rua projetada","10133/2014","2015-03-15","0","1444798","não iniciada / já devia ter sido entregue"
"3893","PAC 2 - CRECHE/PRÉ-ESCOLA  001","Municipal","Maracaçumé","MA","rua da campina","10103/2014",NA,"0","2202289","não iniciada"
"3894","RESIDENCIAL MENDONÇA RUA SÃO JOÃO - Santo Antônio dos Lopes - MA","Municipal","Santo Antônio dos Lopes","MA","bairro residencial mendonça","10104/2014",NA,"0","1926337","não iniciada"
"3895","Bianchetti 1","Municipal","Alfredo Vasconcelos","MG","rua adair bianchetti bertolino","10106/2014","2018-07-12","468164","1436083","paralisada / já devia ter sido entregue"
"3896","SETOR 03","Municipal","Araxá","MG","rua pedro avelino de oliveira","10107/2014",NA,"0","2173746","não iniciada"
"3897","Creche Laura Maria","Municipal","Frei Gaspar","MG","rua alameda dos ypês","10110/2014","2018-06-30","359480","1436083","paralisada / já devia ter sido entregue"
